id;nome;categoria_regulatoria;data_vencimento_registro;classe_terapeutica;mari;situacao_registro;principio_ativo;estoque;preco
16299;VISIOPRED;SIMILAR;2032-05-01;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;S;VÁLIDO;ACETATO DE PREDNISOLONA;26;150
16300;ZOAF;SIMILAR;3999-12-31;HIPNOTICOS;S;VÁLIDO;HEMITARTARATO DE ZOLPIDEM;26;39
16301;PREVPULBANA;SIMILAR;3999-12-31;AGENTES ANTITROMBÓTICOS;S;VÁLIDO;RIVAROXABANA;13;342
16302;ROCAB;SIMILAR;3999-12-31;ANTINEOPLASICO;S;VÁLIDO;CLORIDRATO DE ERLOTINIBE;25;171
16303;DIZDY;SIMILAR;2032-05-01;ANTI-HISTAMINICOS SISTEMICOS;S;VÁLIDO;DESLORATADINA;29;263
16304;LEUX;SIMILAR;2032-05-01;OUTROS ANTINEOPLASICOS;S;VÁLIDO;HIDROXIUREIA;14;359
16305;INOSERT;SIMILAR;2010-03-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;25;219
16306;ACECORTHYL;SIMILAR;2032-06-01;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;S;VÁLIDO;ACETATO DE HIDROCORTISONA;13;199
16307;BLUGRIP PELARGONIUM;FITOTERÁPICO;2032-06-01;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;S;VÁLIDO;PELARGONIUM SIDOIDES DC.;11;250
16308;ENOPPROZ;SIMILAR;2032-06-01;ANTIULCEROSOS;S;VÁLIDO;OMEPRAZOL;28;176
16309;LISADOR CÓLICA;SIMILAR;2032-06-01;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS;S;VÁLIDO;BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA;27;90
16310;SONOZZZ;FITOTERÁPICO;2032-06-01;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;S;VÁLIDO;PASSIFLORA INCARNATA L.;20;265
16311;SUJMA;SIMILAR;2032-06-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;VÁLIDO;SUGAMADEX SÓDICO;20;320
16312;BENEGRIP MULTI FEBRE E DOR;SIMILAR;2032-06-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;PARACETAMOL;29;276
16313;BUSCOPAN PEDIÁTRICO;NOVO;2032-06-01;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS;S;VÁLIDO;BUTILBROMETO DE ESCOPOLAMINA;16;188
16314;OXCENE;SIMILAR;2032-06-01;ANTIASMATICOS;S;VÁLIDO;MONTELUCASTE DE SÓDIO;29;482
16315;AKYNZEO IV;NOVO;2032-06-01;ANTIEMETICOS E ANTINAUSEANTES;S;VÁLIDO;CLORIDRATO CLORETO DE FOSNETUPITANTO +  CLORIDRATO DE PALONOSETRONA;26;271
16316;APIXNEO;SIMILAR;2032-06-01;ANTICOAGULANTES;S;VÁLIDO;APIXABANA;29;306
16317;NALBLI;SIMILAR;2032-06-01;ANALGESICOS NARCOTICOS;S;VÁLIDO;CLORIDRATO DE NALBUFINA;16;494
16318;DORSPAN COMPOSTO;SIMILAR;2032-06-01;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS;S;VÁLIDO;BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA;22;453
16319;HYALI;SIMILAR;2032-06-01;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;S;VÁLIDO;SULFATO DE GLICOSAMINA CLORETO DE SÓDIO;17;7
16320;IBUPROTRAT CM;SIMILAR;2032-06-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;IBUPROFENO;17;417
16321;LAKOS;SIMILAR;3999-12-31;ANTICONVULSIVANTES;S;VÁLIDO;LACOSAMIDA;6;383
16322;ZAPLAM;SIMILAR;2032-06-01;ANTICONVULSIVANTES;S;VÁLIDO;CLONAZEPAM;20;299
16323;ZEVTERA;NOVO;2032-06-01;ANTIINFECCIOSOS PARA USO SISTÊMICO;S;VÁLIDO;CEFTOBIPROL MEDOCARILA SÓDICO;12;56
16324;LENALIDOMIDA;GENÉRICO;3999-12-31;OUTROS AGENTES IMUNOSSUPRESSORES;S;VÁLIDO;LENALIDOMIDA;2;197
16325;BRYST;SIMILAR;2032-07-01;ANTINEOPLASICO;S;VÁLIDO;FULVESTRANTO;2;188
16326;COLIHELP;SIMILAR;2032-07-01;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS;S;VÁLIDO;BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA;3;361
16327;DODOY;SIMILAR;2032-07-01;ANALGESICOS;S;VÁLIDO;DIPIRONA MONOIDRATADA;19;382
16328;SYMDULOR;SIMILAR;2032-07-01;ANTINFLAMATORIOS;S;VÁLIDO;TROMETAMOL CETOROLACO ;23;75
16329;ALMINDA;SIMILAR;2032-07-01;ANTIAGREGANTE PLAQUETARIO;S;VÁLIDO;TICAGRELOR;26;381
16330;NUVYOR;SIMILAR;2032-07-01;OUTROS AGENTES IMUNOSSUPRESSORES;S;VÁLIDO;LENALIDOMIDA;3;238
16331;RALZIN;SIMILAR;2032-07-01;ANTIDEPRESSIVOS;S;VÁLIDO;CLORIDRATO DE SERTRALINA;9;330
16332;TARBET;SIMILAR;2032-07-01;AGENTES BETABLOQUEADORES;S;VÁLIDO;TARTARATO DE METOPROLOL;10;2
16333;TRIVIFEME;SIMILAR;2032-07-01;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS;S;VÁLIDO;TINIDAZOL +  TIOCONAZOL;2;193
16334;CALRECIA;ESPECÍFICO;2032-07-01;PRODUTOS PARA HEMODIALISE;S;VÁLIDO;CLORETO DE CÁLCIO DI-HIDRATADO;14;105
16335;INLUPE;SIMILAR;2032-07-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;VÁLIDO;DICLOFENACO SÓDICO;3;413
16336;KYNTHEUM;BIOLÓGICO;2032-07-01;IMUNOMODULADOR;S;VÁLIDO;BRODALUMABE;18;416
16337;OLMECOR TRIPLO;NOVO;2032-07-01;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;S;VÁLIDO;BESILATO DE ANLODIPINO +  HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA;10;310
16338;XAB;GENÉRICO;2032-07-01;ANTITROMBOTICO;S;VÁLIDO;RIVAROXABANA;8;158
16339;CLORIDRATO DE ONDANSETRONA DIHIDRATADO;GENÉRICO;2032-07-01;ANTIEMETICOS E ANTINAUSEANTES;S;VÁLIDO;CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;22;373
16340;ELOME;SIMILAR;3999-12-31;AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES;S;VÁLIDO;BORTEZOMIBE;18;488
16341;JULUCA;NOVO;3999-12-31;ANTIRETROVIRAL;S;VÁLIDO;CLORIDRATO DE RILPIVIRINA +  DOLUTEGRAVIR SÓDICO;17;418
16342;ORFADIN;NOVO;3999-12-31;OUTROS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;S;VÁLIDO;NITISINONA;10;483
16343;TEZSPIRE;BIOLÓGICO;2032-07-01;NÃO ESPECIFICADO;S;VÁLIDO;TEZEPELUMABE;11;252
16344;ALGY GOTAS;GENÉRICO;2032-07-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;IBUPROFENO;27;266
16345;GLAMETIX;SIMILAR;2032-07-01;IMUNOMODULADOR;S;VÁLIDO;ACETATO DE GLATIRÂMER;20;246
16346;FENILBUTAZONA CÁLCICA;GENÉRICO;2032-07-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;VÁLIDO;FENILBUTAZONA CÁLCICA;12;478
16347;BDEXBRAUN;SIMILAR;3999-12-31;HIPNOTICOS;S;VÁLIDO;CLORIDRATO DE DEXMEDETOMIDINA;2;136
16348;NACFLU;SIMILAR;2032-07-01;EXPECTORANTES BALSAMICOS E MUCOLITICO;S;VÁLIDO;ACETILCISTEÍNA;14;213
16349;POMALYST;NOVO;3999-12-31;AGENTE IMUNOSUPRESSOR;S;VÁLIDO;POMALIDOMIDA;9;483
16350;CYFENOL CAF;SIMILAR;2032-08-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;CAFEÍNA ANIDRA +  PARACETAMOL;4;37
16351;KOKSARA;SIMILAR;2032-08-01;ANTINEOPLASICOS CITOTOXICOS;S;VÁLIDO;DOCETAXEL TRIIDRATADO;8;200
16352;PAXIB;GENÉRICO;2032-08-01;ANTITROMBOTICO;S;VÁLIDO;APIXABANA;2;117
16353;PEPSAMAR PLUS;ESPECÍFICO;2032-08-01;ANTIACIDO;S;VÁLIDO;CARBONATO DE CÁLCIO +  HIDRÓXIDO DE ALUMÍNIO +  HIDRÓXIDO DE MAGNÉSIO;27;279
16354;PRALÍVIO;SIMILAR;2032-08-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;IBUPROFENO;30;248
16355;RISPXAN;SIMILAR;2032-08-01;NEUROLEPTICOS;S;VÁLIDO;RISPERIDONA;25;232
16356;XAROPE BENETOSSE;FITOTERÁPICO;2032-08-01;EXPECTORANTES SIMPLES;S;VÁLIDO;HEDERA HELIX L.;7;340
16357;BIPOLIT;SIMILAR;2032-08-01;ANTIDEPRESSIVOS;S;VÁLIDO;CARBONATO DE LÍTIO;6;321
16358;FIDEGERP;BIOLÓGICO;2032-08-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;VÁLIDO;PROTEÍNA C;23;285
16359;FLANDY;GENÉRICO;2032-08-01;ANTINFLAMATORIOS;S;VÁLIDO;ACECLOFENACO;8;168
16360;LAZUC;SIMILAR;2032-08-01;ANTIPSICOTICOS;S;VÁLIDO;ARIPIPRAZOL;6;172
16361;OKSANA;SIMILAR;2032-08-01;ANTINEOPLASICO;S;VÁLIDO;ESILATO DE NINTEDANIBE;17;274
16362;RIVOXX;SIMILAR;2032-08-01;AGENTES ANTITROMBÓTICOS;S;VÁLIDO;RIVAROXABANA;17;281
16363;RPHPYRO;RADIOFÁRMACO;2022-08-01;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;S;VÁLIDO;PIROFOSFATO TETRASSÓDICO DECAIDRATADO;10;470
16364;RUNNER EZE;SIMILAR;2032-08-01;ANTILIPEMICOS;S;VÁLIDO;EZETIMIBA +  ROSUVASTATINA CÁLCICA;27;496
16365;VALERIL;FITOTERÁPICO;2032-08-01;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;S;VÁLIDO;VALERIANA OFFICINALIS L.;20;481
16366;VARIZAN CASTANHA DA ÍNDIA;FITOTERÁPICO;2032-08-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;26;160
16367;BUPROLIVIUM;SIMILAR;2032-08-01;ANALGESICOS NAO NARCOTICOS;N;VÁLIDO;IBUPROFENO;9;499
16368;LAXBEN;SIMILAR;2032-08-01;LAXANTES IRRITANTES OU ESTIMULANTES;S;VÁLIDO;BISACODIL;2;127
16369;DOISK 180;ESPECÍFICO;2032-08-01;MEDICAMENTOS AFETANDO A ESTRUTURA ÓSSEA E MINERALIZAÇÃO;S;VÁLIDO;MENAEPTENONA;30;352
16370;MIRADOR CÓLICA;NOVO;2032-08-01;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS;S;VÁLIDO;BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA;8;390
16371;SILIMALON LIV;FITOTERÁPICO;2032-08-01;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;S;VÁLIDO;SILYBUM MARIANUM (L.) GAERTN;12;19
16372;ABRIC;SIMILAR;3999-12-31;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;S;VÁLIDO;ACEBROFILINA;6;462
16373;COGUM;SIMILAR;3999-12-31;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;CLORIDRATO DE DONEPEZILA MONOIDRATADO +  CLORIDRATO DE MEMANTINA;26;111
16374;DORENXAQ;SIMILAR;3999-12-31;ANALGESICOS;S;VÁLIDO;DIPIRONA +  DIPIRONA MONOIDRATADA;15;422
16375;PRAALERGIA;SIMILAR;3999-12-31;ANTI-HISTAMINICOS SISTEMICOS;S;VÁLIDO;CLORIDRATO DE FEXOFENADINA;13;185
16376;PRALÍVIO MULHER;SIMILAR;3999-12-31;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;IBUPROFENO;18;56
16377;QUEVATRYL;NOVO;3999-12-31;ANTIEMETICOS E ANTINAUSEANTES;S;VÁLIDO;CLORIDRATO DE GRANISETRONA;7;3
16378;TRIGLID;SIMILAR;3999-12-31;ANTILIPEMICOS;S;VÁLIDO;CIPROFIBRATO;6;68
16379;ARDRO;BIOLÓGICO;2032-09-01;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;S;VÁLIDO;SULFATO DE GLICOSAMINA +  SULFATO DE GLICOSAMINA CLORETO DE SÓDIO +  SULFATO DISSÓDICO DE CONDROITINA;5;272
16380;DURAV;SIMILAR;2032-09-01;INIBIDOR DA ALFA-REDUTASE;S;VÁLIDO;DUTASTERIDA;5;164
16381;FOQ XR;SIMILAR;2032-09-01;PSICOANALETICOS;S;VÁLIDO;CLORIDRATO DE METILFENIDATO;7;382
16382;HARPAGON;FITOTERÁPICO;2032-09-01;ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES;S;VÁLIDO;HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.;20;75
16383;LENZETTO;NOVO;2032-09-01;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;S;VÁLIDO;ESTRADIOL HEMI-HIDRATADO;4;369
16384;MULTIPIRAL;SIMILAR;2032-09-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;DIPIRONA MONOIDRATADA;19;316
16385;SAPHNELO;BIOLÓGICO;2032-09-01;IMUNODEPRESSOR;S;VÁLIDO;ANIFROLUMABE;10;479
16386;ZEVUXA;SIMILAR;2032-09-01;ANTINEOPLASICO;S;VÁLIDO;DASATINIBE MONOIDRATADO;7;360
16387;ESZOPICLONA;GENÉRICO;2032-09-01;HIPNOTICOS;S;VÁLIDO;ESZOPICLONA;19;112
16388;ADEZI;BIOLÓGICO;2032-09-01;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;S;VÁLIDO;SULFATO DE GLICOSAMINA +  SULFATO DE CONDROITINA;25;80
16389;ECHINACEA VITALAB;FITOTERÁPICO;3999-12-31;FITOTERAPICO SIMPLES + IMUNOMODULADOR + OUTROS PRODUTOS COM ACAO NO TRATO URINARIO + PRODUTO PARA O A;S;VÁLIDO;ECHINACEA PURPUREA (L.) MOENCH;19;301
16390;TALAG;SIMILAR;2032-09-01;VASODILATADORES;S;VÁLIDO;TADALAFILA;25;251
16391;CARVYKTI®;PRODUTO DE T;2027-03-01;OUTROS ANTINEOPLASICOS;S;VÁLIDO;CILTACABTAGENO AUTOLEUCEL;8;157
16392;HULIO;BIOLÓGICO;2032-09-01;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;S;VÁLIDO;ADALIMUMABE;30;187
16393;DRIVOM B6;SIMILAR;2032-09-01;ANTIEMETICOS E ANTINAUSEANTES;S;VÁLIDO;DIMENIDRINATO +  CLORIDRATO DE PIRIDOXINA;4;78
16394;XENPOZYME;BIOLÓGICO;2032-09-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;VÁLIDO;ALFAOLIPUDASE;19;440
16395;BUSSULFANO;GENÉRICO;2025-09-01;ANTINEOPLASICOS CITOTOXICOS;S;VÁLIDO;BUSSULFANO;10;326
16396;ORAICE;ESPECÍFICO;2032-09-01;SOLUÇÕES SALINAS;S;VÁLIDO;CLORETO DE SÓDIO;20;395
16397;FLUAD TETRA;BIOLÓGICO;2032-09-01;VACINAS;S;VÁLIDO;CEPA INFLUENZA TIPO A (H1N1) +  CEPA INFLUENZA TIPO A (H3N2) +  CEPA INFLUENZA TIPO B;20;154
16398;BORTECIP;SIMILAR;2032-10-01;ANTINEOPLASICO;S;VÁLIDO;BORTEZOMIBE;26;493
16399;COGNEN;NOVO;2032-10-01;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;VIMPOCETINA;27;259
16400;GABA ER;SIMILAR;2032-10-01;ANTICONVULSIVANTES;S;VÁLIDO;DIVALPROATO DE SÓDIO;10;465
16401;GLEMPA;SIMILAR;2032-10-01;ANTIDIABETICOS;S;VÁLIDO;EMPAGLIFLOZINA;20;53
16402;HYSTALOR;SIMILAR;2032-10-01;ANTI-HISTAMINICOS SISTEMICOS;S;VÁLIDO;DESLORATADINA;12;474
16403;KEDAXYL;SIMILAR;2032-10-01;ANTIALOPECIA;S;VÁLIDO;MINOXIDIL;3;41
16404;TEPEV  FF;NOVO;2032-10-01;ANTIANEMICOS;S;VÁLIDO;HIDROXIURÉIA;4;396
16405;ATIVB;ESPECÍFICO;2032-10-01;MONOVITAMINAS EXCETO VITAMINA K;S;VÁLIDO;MECOBALAMINA;19;183
16406;FLEXSPORT;GENÉRICO;2032-10-01;ANTINFLAMATORIOS;S;VÁLIDO;DICLOFENACO DIETILAMÔNIO;29;277
16407;NUIT LONG XR;SIMILAR;2032-10-01;HIPNOTICOS;S;VÁLIDO;HEMITARTARATO DE ZOLPIDEM;14;446
16408;RESSALIVDOR;SIMILAR;2032-10-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;CAFEÍNA +  DIPIRONA MONOIDRATADA +  MUCATO DE ISOMETEPTENO;26;22
16409;RYAMBIC;NOVO;2032-10-01;ANTIBACTERIANOS PARA USO SISTÊMICO;S;VÁLIDO;CEFTAZIDIMA PENTAIDRATADA +  AVIBACTAM SÓDICO;7;190
16410;TEARFILM;ESPECÍFICO;2032-10-01;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;S;VÁLIDO;CARMELOSE SÓDICA;2;396
16411;CETOCONAZOL-MICRONIZADO;GENÉRICO;2032-10-01;ANTIMICOTICOS PARA USO TOPICO;S;VÁLIDO;CETOCONAZOL;24;313
16412;LUR GOTAS;SIMILAR;2032-10-01;ANTI-HISTAMINICOS SISTEMICOS;S;VÁLIDO;DESLORATADINA;30;27
16413;TRODELVY;BIOLÓGICO;2032-10-01;ANTICORPOS MONOCLONAIS + ANTINEOPLASICOS CITOTOXICOS;S;VÁLIDO;SACITUZUMABE GOVITECANA;13;459
16414;DASATINIBE MONOIDRATADO;GENÉRICO;2032-10-01;ANTINEOPLASICO;S;VÁLIDO;DASATINIBE MONOIDRATADO;17;194
16415;ABMETHA;SIMILAR;2032-10-01;OUTROS ANTINEOPLASICOS;S;VÁLIDO;ACETATO DE ABIRATERONA;27;365
16416;BOSULIF;NOVO;2025-10-01;ANTINEOPLASICO;S;VÁLIDO;BOSUTINIBE MONOIDRATADO;28;197
16417;ESPUROCT;BIOLÓGICO;2032-10-01;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;S;VÁLIDO;ALFATUROCTOCOGUE PEGOL;29;35
16418;GENRYZON;BIOLÓGICO;2032-10-01;HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO;S;VÁLIDO;SOMATROGONA;19;333
16419;LUFTAGASTROPRO BABY;NOVO;2032-10-01;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;S;VÁLIDO;ALGINATO DE SÓDIO +  ALGINATO DE MAGNÉSIO;1;226
16420;RESPITRAT;SIMILAR;2032-10-01;ANTI-HISTAMINICOS SISTEMICOS;S;VÁLIDO;DESLORATADINA;20;59
16421;SPIDUFEN LIMÃO COLA;SIMILAR;2032-10-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;IBUPROFENO ARGININA;10;179
16422;EMPAGLIFLOZINA;GENÉRICO;2032-10-01;ANTIDIABETICOS;S;VÁLIDO;EMPAGLIFLOZINA;20;270
16423;ABEVMY;BIOLÓGICO;2032-10-01;ANTINEOPLASICO;S;VÁLIDO;BEVACIZUMABE;8;410
16424;MECLIN JET;NOVO;2032-10-01;ANTIEMETICOS E ANTINAUSEANTES;S;VÁLIDO;DICLORIDRATO DE MECLOZINA MONOIDRATADO;4;50
16425;YESCARTA;PRODUTO DE T;2027-10-01;NÃO ESPECIFICADO;S;VÁLIDO;AXICABTAGENO CILOLEUCEL;20;345
16426;DONEX;SIMILAR;3999-12-31;ANTIDEPRESSIVOS;S;VÁLIDO;CLORIDRATO DE TRAZODONA;15;114
16427;VERASEAL;BIOLÓGICO;2032-11-01;HEMOSTÁTICOS LOCAIS;S;VÁLIDO;FIBRINOGÊNIO +  TROMBINA;30;446
16428;VITALIA;SIMILAR;3999-12-31;ANTIVERTIGINOSOS;S;VÁLIDO;DICLORIDRATO DE BETAISTINA;16;66
16429;VITALIA XR;SIMILAR;3999-12-31;VASODILATADORES;S;VÁLIDO;DICLORIDRATO DE BETAISTINA;3;158
16430;KINOF;SIMILAR;3999-12-31;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;CIPROFLOXACINO;23;317
16431;LÁBREA DUO;SIMILAR;3999-12-31;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;CLORIDRATO DE DONEPEZILA MONOIDRATADO +  CLORIDRATO DE MEMANTINA;7;94
16432;VYNKELLA;NOVO;3999-12-31;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;TAFAMIDIS;10;160
16433;MALATO DE SUNITINIBE;GENÉRICO;3999-12-31;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;MALATO DE SUNITINIBE;22;311
16434;PRUMO;SIMILAR;3999-12-31;VASODILATADORES;S;VÁLIDO;DICLORIDRATO DE BETAISTINA;18;71
16435;XELJANZ XR;NOVO;3999-12-31;IMUNOSSUPRESSORES;S;VÁLIDO;CITRATO DE TOFACITINIBE;13;229
16436;MIRABEGRONA;GENÉRICO;3999-12-31;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;S;VÁLIDO;MIRABEGRONA;9;465
16437;HYPOZAM;SIMILAR;3999-12-31;HIPNOTICOS;S;VÁLIDO;MIDAZOLAM;22;22
16438;DISPETIC;SIMILAR;3999-12-31;ANTIACIDOS E ANTIULCEROSOS SIMPLES;S;VÁLIDO;PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;24;350
16439;IVECTE;SIMILAR;3999-12-31;ANTIPARASITARIOS;S;VÁLIDO;IVERMECTINA;10;26
16440;TAXBAC;SIMILAR;3999-12-31;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;S;VÁLIDO;SULFAMETOXAZOL +  TRIMETOPRIMA;8;440
16441;IMATINIBE;GENÉRICO;3999-12-31;ANTINEOPLASICO;S;VÁLIDO;MESILATO DE IMATINIBE;23;263
16442;FEMINIQUE CONTI;SIMILAR;3999-12-31;ANTICONCEPCIONAIS;S;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;19;168
16443;AMVUTTRA;NOVO;3999-12-31;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;VUTRISIRANA SÓDICA;3;317
16444;EGROTIB®;SIMILAR;3999-12-31;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;CLORIDRATO DE ERLOTINIBE;14;113
16445;LYNDAVELUNO;SIMILAR;3999-12-31;ANTICONCEPCIONAIS;S;VÁLIDO;ACETATO DE MEDROXIPROGESTERONA +  CIPIONATO DE ESTRADIOL;9;147
16446;MOVYDIA;SIMILAR;3999-12-31;ANTINFLAMATORIOS;S;VÁLIDO;CELECOXIBE;17;106
16447;PAX;SIMILAR;3999-12-31;ANTINFLAMATORIOS;S;VÁLIDO;PARECOXIBE SÓDICO;5;289
16448;VASTONIC;ESPECÍFICO;3999-12-31;ANTIVARICOSOS DE ACAO SISTEMICA;S;VÁLIDO;EXTRATO SECO DE AESCULUS HIPPOCASTANUM L. +  POLYGONUM PUNCTATUM ELLIOT +  SMILAX PAPYRACEA DUHAMEL. +  RUTOSÍDEO;8;146
16449;DICLORIDRATO DE DACLATASVIR;GENÉRICO;3999-12-31;ANTIVIROTICOS;S;VÁLIDO;DICLORIDRATO DE DACLATASVIR;0;500
16450;DROTREC;SIMILAR;3999-12-31;SUPRESSORES DA REABSORCAO OSSEA;S;VÁLIDO;IBANDRONATO DE SÓDIO MONOIDRATADO;2;256
16451;ZEEL-ARTRO;DINAMIZADO;3999-12-31;ANTINFLAMATORIOS ANTIREUMATICOS;S;VÁLIDO;CARTILAGO SUIS +  FUNICULUS UMBILICALIS SUIS +  EMBRYO SUIS  +  PLACENTA SUIS +  DULCAMARA +  SYMPHYTUM OFFICINALE L. +  NADIDUM +  COENZYME A +  SANGUINARIA CANADENSIS L. +  DIETILOXALACETATO DE SÓDIO +  ACIDUM ALPHA-LIPOICUM +  RHUS TOXICODENDRON L. +  ARNICA MONTANA +  SULPHUR;18;187
16452;ABRYFLUI;FITOTERÁPICO;3999-12-31;EXPECTORANTES + FITOTERAPICO SIMPLES;S;VÁLIDO;HEDERA HELIX L.;14;279
16453;MICPURE;SIMILAR;3999-12-31;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;S;VÁLIDO;MIRABEGRONA;10;395
16454;SUZOPA;SIMILAR;3999-12-31;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;MALATO DE SUNITINIBE;27;344
16455;TOTTI SL;SIMILAR;3999-12-31;ANTINFLAMATORIOS;S;VÁLIDO;TROMETAMOL CETOROLACO ;0;29
16456;UPLIZNA;BIOLÓGICO;2032-12-01;IMUNODEPRESSOR;S;VÁLIDO;INEBILIZUMABE;9;312
16457;VENOXIDE;ESPECÍFICO;3999-12-31;NÃO ESPECIFICADO;S;VÁLIDO;DIOSMINA +  FLAVONÓIDES EXPRESSOS EM HESPERIDINA +  HESPERIDINA;26;312
16458;ZINA ODT;NOVO;3999-12-31;ANTI-HISTAMÍNICOS PARA USO SISTÊMICO + DERIVADOS DA PIPERAZINA;S;VÁLIDO;DICLORIDRATO DE LEVOCETIRIZINA;11;39
16459;NAUTEX ODG;NOVO;3999-12-31;ANTAGONISTAS DA SEROTONINA (5-HT3) + ANTIEMÉTICOS E ANTINAUSEANTES;S;VÁLIDO;CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;11;172
16460;DATRYL;SIMILAR;3999-12-31;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;S;VÁLIDO;AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO;17;207
16461;KIGEFO;SIMILAR;3999-12-31;NÃO ESPECIFICADO;S;VÁLIDO;GEFITINIBE;25;365
16462;ZALLUZ;SIMILAR;3999-12-31;CITOSTATICOS ALQUILANTES;S;VÁLIDO;TEMOZOLOMIDA;15;66
16463;ZASTAT;SIMILAR;3999-12-31;GLICOCORTICOIDES SISTEMICOS;S;VÁLIDO;FOSFATO SÓDICO DE PREDNISOLONA +  PREDNISOLONA;21;244
16464;GLINK MET;SIMILAR;3999-12-31;ANTIDIABETICOS;S;VÁLIDO;LINAGLIPTINA +  CLORIDRATO DE METFORMINA;15;98
